# x1,y1,z1,x2,y2,z2
342,329
132,328
147,98
346,132
346,61
147,195
91,216
104,77
353,310
353,187
355,331
355,74
357,143
80,86
67,328
302,80
357,24
139,118
328,156
122,180
362,343
362,23
18,357
365,357
365,90
139,231
371,346
308,225
90,357
372,328
372,228
109,315
18,365
373,358
374,63
374,122
156,372
307,290
104,317
77,23
132,228
228,328
377,315
377,321
294,88
293,170
237,374
379,307
379,237
260,290
55,374
206,341
138,190
32,172
382,194
83,191
318,270
310,340
383,210
340,187
384,230
384,173
340,33
109,294
201,315
385,247
385,271
246,384
67,225
333,80
69,175
257,250
67,372
80,184
227,353
187,310
122,63
290,55
388,121
379,286
355,84
15,381
389,109
389,88
25,187
219,385
23,343
355,197
389,201
202,332
121,263
327,236
390,380
275,138
391,126
390,88
380,294
392,302
393,358
222,202
57,178
202,375
89,91
394,326
275,393
389,321
88,109
289,118
90,18
396,24
396,365
293,130
57,96
397,37
398,225
398,180
222,289
340,115
227,115
143,396
59,126
399,324
399,285
257,216
296,393
235,306
255,146
132,156
231,318
389,315
281,324
400,287
308,262
401,100
359,2
327,141
399,227
260,147
219,183
53,2
311,334
216,152
333,400
402,334
88,335
307,140
175,200
215,278
163,399
313,67
285,324
225,372
216,165
403,171
403,79
231,147
317,200
403,208
215,293
404,152
404,146
240,318
82,103
336,218
405,308
405,14
251,210
91,229
387,161
105,165
67,398
406,314
367,400
406,69
146,391
403,65
148,30
257,72
221,12
397,16
407,3
407,72
199,10
365,143
6,192
172,394
294,101
281,227
184,400
54,28
51,390
20,184
123,388
81,320
339,240
87,26
70,27
125,344
408,250
265,356
243,127
74,281
125,21
145,84
277,3
206,330
149,32
42,15
297,299
25,306
151,379
150,250
409,176
409,116
409,384
60,87
199,273
149,172
410,1
172,77
411,87
411,4
412,107
86,392
199,134
126,404
135,165
35,373
413,70
413,144
161,196
291,170
54,116
111,348
339,169
234,407
414,206
201,109
104,200
415,341
415,183
38,155
205,200
271,247
416,228
416,346
257,105
68,344
127,231
119,207
284,230
410,40
417,78
417,155
246,409
38,410
238,159
328,416
313,123
203,108
51,32
9,153
418,26
418,16
121,214
412,375
419,83
419,65
127,173
205,41
167,103
117,155
146,204
121,418
116,176
33,31
117,153
172,253
124,364
69,221
420,229
420,59
183,341
410,20
179,28
326,317
198,145
290,379
52,2
246,127
159,33
135,91
415,219
418,325
419,306
312,300
288,354
276,90
177,234
331,58
327,239
275,220
177,301
198,84
209,419
421,177
346,228
290,217
287,181
38,417
91,190
117,414
336,313
0,3
89,420
4,52
76,337
109,390
278,383
363,289
422,222
422,291
379,269
124,361
423,77
423,394
25,340
204,408
394,77
72,105
364,316
128,345
27,413
298,169
287,376
424,294
233,195
164,119
249,50
68,47
272,85
425,145
425,378
51,424
311,207
110,368
338,33
426,400
426,80
36,82
427,12
427,104
428,270
428,363
259,178
195,260
429,297
429,106
96,293
33,239
184,426
198,425
280,182
211,18
79,171
235,278
78,367
423,427
10,309
10,396
304,426
168,177
240,428
7,92
333,426
56,44
430,31
430,159
238,141
190,275
117,38
84,244
5,18
234,421
78,333
309,112
60,411
255,391
272,203
431,14
431,169
55,98
157,206
279,133
432,309
432,66
249,329
295,97
281,154
335,94
148,258
430,8
267,171
404,204
245,171
291,259
262,405
195,243
209,338
433,410
433,184
228,162
184,410
36,413
78,129
434,166
434,66
292,230
188,167
158,203
264,142
202,136
435,406
435,175
436,273
436,100
196,280
174,201
378,145
31,338
89,351
144,70
126,420
279,327
392,53
263,16
186,347
157,110
204,301
131,415
363,270
63,405
179,332
238,430
313,286
192,175
161,241
299,434
5,211
149,335
322,312
185,233
219,271
280,103
437,207
82,174
164,274
438,255
438,297
242,136
115,239
226,205
214,418
305,71
303,402
25,57
422,259
262,131
282,39
322,263
220,358
119,42
268,238
178,422
76,106
439,311
439,62
56,194
252,166
6,58
330,414
159,31
440,194
440,234
6,133
441,201
441,272
442,135
443,362
69,435
110,251
444,190
444,442
42,29
47,370
124,316
445,321
445,315
112,432
445,389
446,395
446,28
322,16
445,88
45,443
39,68
421,250
447,234
447,17
194,245
221,23
166,211
112,10
303,101
448,21
448,11
298,271
278,96
67,214
72,347
262,156
440,382
449,327
449,345
1,92
437,274
275,444
19,81
42,163
116,446
125,448
140,144
356,153
400,80
117,20
26,162
218,151
1,7
236,239
293,291
252,224
189,9
327,268
88,424
202,412
443,343
174,441
143,436
28,395
319,273
282,361
173,246
241,196
20,433
276,37
257,204
47,73
94,50
95,278
162,111
450,300
450,125
179,163
66,22
312,450
72,277
451,337
451,287
452,265
452,189
46,50
312,11
114,163
49,314
97,244
120,370
371,132
439,334
38,433
434,22
431,55
193,123
266,129
453,312
453,13
4,2
217,140
452,110
313,269
48,130
245,267
354,217
130,170
425,84
73,344
110,210
316,27
224,451
363,422
299,360
158,264
189,265
261,212
133,449
45,303
128,141
157,341
294,390
269,237
454,179
454,242
218,364
27,218
125,39
322,13
212,446
287,337
206,153
455,180
455,269
73,370
301,429
456,290
456,237
132,43
49,58
252,297
21,369
293,278
128,186
158,47
453,11
215,130
76,349
106,224
22,160
457,186
457,141
350,197
35,112
458,15
458,334
81,30
73,401
119,285
356,189
183,385
252,106
30,19
459,354
96,259
44,349
213,266
160,309
460,96
460,25
255,429
118,412
335,321
354,140
461,390
461,424
144,459
439,381
462,263
462,388
68,305
267,251
442,190
84,49
37,322
10,432
256,167
325,90
463,108
463,305
258,120
226,442
13,312
217,459
73,300
74,274
388,263
174,272
464,244
464,295
330,155
163,227
111,60
284,292
465,320
465,373
323,428
162,87
373,320
41,347
292,188
34,95
307,459
94,232
35,465
333,38
351,138
431,63
43,156
466,258
466,366
164,207
461,109
0,209
467,336
467,364
424,390
252,75
277,238
316,108
9,40
304,92
209,65
124,463
366,142
219,262
170,248
441,182
468,303
468,261
162,223
276,300
469,285
469,42
119,458
343,45
470,274
470,350
256,354
283,30
467,286
200,192
398,455
57,332
163,469
287,304
154,133
160,351
148,319
114,454
345,141
471,150
471,421
62,45
438,391
291,363
1,352
61,213
350,274
168,349
54,246
165,205
381,458
49,331
185,127
242,54
472,459
472,140
168,429
465,19
283,366
143,273
296,102
56,177
47,71
322,453
213,129
367,302
39,344
449,279
97,464
212,387
275,296
323,231
24,199
93,249
286,151
473,249
473,81
221,97
457,128
118,222
113,303
244,145
48,215
474,34
474,210
475,85
475,174
73,120
143,199
181,451
323,289
476,404
476,229
258,366
477,437
477,295
266,330
276,436
162,348
40,433
318,428
184,352
164,470
32,362
470,477
17,0
10,24
297,255
56,440
183,137
66,166
1,245
174,85
260,456
151,307
88,51
110,474
76,376
307,472
183,247
75,224
94,46
189,368
134,30
243,185
3,447
38,20
256,386
108,124
188,241
219,298
454,28
175,406
295,437
285,164
148,283
212,292
72,150
197,198
60,162
19,35
75,181
5,359
478,344
478,254
39,478
254,344
95,474
283,466
209,8
49,464
191,208
168,44
16,37
214,26
276,13
157,265
193,388
256,288
292,241
167,284
479,46
479,142
112,19
333,367
165,347
188,103
94,479
182,380
79,65
323,318
99,192
284,173
447,440
213,371
76,451
93,283
480,86
480,367
466,148
324,227
156,308
128,279
87,325
149,51
231,243
36,27
481,97
481,69
9,356
482,414
482,155
316,85
369,39
16,462
95,48
288,217
62,343
114,29
242,202
90,397
113,439
386,413
18,359
158,142
323,139
168,106
148,134
370,366
305,282
380,196
272,475
196,188
160,220
43,213
386,36
179,242
140,459
71,463
131,266
392,480
155,414
239,340
248,428
336,286
90,359
124,336
45,101
292,176
40,1
264,321
209,306
114,28
134,319
81,465
185,288
48,137
78,330
253,149
197,378
469,399
140,70
296,232
271,339
335,445
267,40
59,89
367,86
265,153
277,0
151,144
22,299
64,361
113,334
241,387
20,9
472,144
298,14
65,17
483,237
483,122
326,253
261,446
117,482
319,401
232,253
54,136
339,130
192,205
463,361
477,378
313,193
132,372
240,55
143,24
295,481
484,211
484,66
11,388
240,169
40,245
301,168
360,59
359,52
352,92
146,438
347,457
264,377
119,469
304,352
186,72
83,65
322,462
47,305
202,178
485,196
485,182
101,161
486,301
486,255
447,382
126,476
135,216
133,58
464,481
108,475
57,259
75,5
487,301
487,421
281,239
99,128
95,383
488,246
29,15
107,488
93,30
146,126
489,272
489,377
490,284
490,288
125,478
94,264
73,254
332,242
129,86
484,166
487,408
99,41
154,355
279,345
34,137
488,412
208,83
225,156
320,102
392,111
107,127
314,6
348,61
0,8
480,302
7,56
99,279
46,142
280,485
324,274
491,0
491,65
45,424
128,41
300,401
276,312
232,102
306,191
182,201
124,64
360,22
492,57
492,187
97,311
75,53
370,158
304,376
493,286
493,269
251,368
197,74
111,480
278,460
494,35
494,358
276,143
6,279
495,71
495,203
264,479
395,114
131,219
131,43
181,53
165,226
212,468
136,375
254,125
251,208
67,193
154,236
62,221
276,357
131,330
496,6
496,49
107,139
93,473
317,226
220,138
318,98
353,332
60,4
48,247
497,31
497,8
100,300
95,137
490,167
498,402
498,113
36,85
256,70
75,211
499,233
499,217
129,480
19,494
99,6
251,171
112,494
45,113
486,204
186,277
332,178
233,288
248,339
82,386
288,499
92,349
379,493
53,4
395,29
500,214
500,223
182,109
423,12
118,202
260,217
212,176
487,177
29,261
120,319
131,341
299,391
252,211
358,35
27,151
25,338
55,169
326,296
101,380
335,253
274,285
52,325
25,235
248,270
152,229
325,397
66,10
17,79
54,488
287,302
333,184
88,461
93,50
491,17
501,32
501,443
22,432
314,496
32,443
103,386
87,52
502,45
502,294
268,159
379,483
28,116
407,471
331,198
226,200
328,223
193,121
7,44
110,265
41,165
138,89
223,26
307,144
267,368
381,207
46,283
239,268
168,56
503,64
503,123
338,306
98,260
329,473
232,50
296,253
281,236
492,310
220,351
504,322
504,11
9,267
335,232
157,34
175,104
60,392
173,185
503,336
281,115
498,303
347,128
468,387
191,419
